log_returns,output
-0.008136480889766469,0
-0.009255261822102635,1
0.010471273376341742,0
-0.06565024895891193,0
-0.08347833551422688,1
0.11198906401463572,1
0.009325757251006624,0
-0.04043532501668744,0
-0.02217719767321659,0
-0.03874952129717012,0
-0.014325700680113157,1
0.0047980472209921896,0
-0.0039968232043923356,1
0.008772034772831812,1
0.029724527446567055,1
0.0507150352321521,0
-0.005509641914919482,1
0.0003682647428904493,1
0.0018392220760465035,1
0.02897707829501906,0
-0.012212800887335172,1
0.05587260685820912,1
0.010538920129609351,0
0.0,1
0.003713105037449342,0
-0.02352249354301802,0
-0.006575574387417844,0
-0.005571039869659899,0
-0.030848002978470963,0
-0.028489899253148373,0
-0.018321685557490874,0
-0.0026449928294111588,1
0.04331604638170572,1
0.01724178989611847,0
-0.007865586181120958,0
-0.035809505826000884,0
-0.008593348135675334,1
0.027388824693456968,1
0.013418182892377308,1
0.012884952903552526,1
0.00708716126235883,0
-0.010649700803643912,1
0.016283513224718212,1
0.010478654847035435,1
0.012087816843760259,1
0.012621721184365971,1
0.05762911283663642,1
0.00669749234640658,0
-0.05085840089036131,1
0.005004167953760348,1
0.01944368936008407,1
0.03116722058403845,1
0.0006324652483888352,0
-0.06531867752302727,0
-0.0010129590441949677,0
-0.04350013457078288,1
0.002818885706748173,1
0.06207241838901783,1
0.010853582177402713,0
-0.010192409995840137,1
0.010519482081968401,0
-0.009528542741474669,0
-0.04179919822960089,0
-0.0010331938048266588,0
-0.01004340617221787,1
0.015198929437224236,1
0.018342872163931354,0
-0.013213792049055142,0
-0.037884640560105765,1
0.007059710347301322,1
0.0010546240955946467,0
-0.0024626115067326038,1
0.012600818257302167,0
-0.0066306484714724135,1
0.024555997571253794,1
0.021295351295315037,1
0.007330963156231344,0
-0.024194769425211985,0
-0.014388740272786785,1
0.005848978613373057,0
-0.00034311988849222046,0
-0.0075783798929019465,0
-0.0013841149633703523,0
-0.02240988044513648,0
-0.001417399521502334,0
-0.020058028181373103,1
0.00577201643544069,1
0.0071685169224781475,0
-0.01620200226918291,0
-0.022390317099838283,0
-0.0022297063727150543,0
-0.03752571424482139,1
0.004239767832835704,1
0.008425914126218346,0
-0.0019087326903251252,0
-0.016956110954770884,1
0.03550670052448138,0
-0.012455338416473062,1
0.013954623370101966,1
0.006346859879784557,0
-0.003728579228362771,0
-0.027648022133268634,0
-0.02095540033448757,1
0.018648541458224085,0
-0.014344069578622649,1
0.029244108146521966,1
0.013559480834859035,1
0.001495361606773912,1
0.0003734912711250316,1
0.02580308479282019,0
-0.04085233522015855,0
-0.007610343337340519,0
-0.016949578862670428,0
-0.0031128400349493238,1
0.01815069417393796,1
0.0007651285082783881,1
0.0019102639636978758,1
0.02040112322738982,0
-0.0007482401436332188,0
-0.03814345029816359,1
0.02533724280345306,0
-0.034712302737568014,0
0.0,1
0.008597208849178589,0
-0.028415535215309318,1
0.005190711104380215,1
0.016979688974590817,1
0.015154724868594045,0
-0.0019301741149647918,1
0.006547301707047934,0
-0.0011522482347512822,0
