log_returns,output
-0.005540180375615356,0
-0.11778303565638351,0
0.0,1
0.02493644436179868,1
0.09284659129458475,1
0.005208647200290151,1
0.1001518684575361,0
0.0,0
-0.0682788244162613,0
-0.05955454709362358,1
0.07274339874273246,0
-0.02959686529318546,0
-0.03680308709519372,0
-0.004300077441940581,1
0.10844035184169246,0
-0.0660319581832713,0
-0.002394181382670235,0
-0.029635078315071263,1
0.023734056651577594,1
0.011550800569394627,0
-0.01660519099078023,1
0.011173347288502864,1
0.024745699505836737,1
0.008887108462596075,1
0.007973127731685592,1
0.0077028120581450555,1
0.033445192268407226,1
0.025543431892371012,0
-0.0047031573120536775,0
-0.023853263227822573,0
-0.00362757973479987,0
-0.02950426349187734,1
0.004564348530419363,1
0.06994460034003337,1
0.02176487912310328,0
-0.02176487912310337,0
-0.04117591613892779,0
-0.030840841766933837,0
-0.004365438519236501,1
0.01837185319848306,1
0.0641677551630942,1
0.003446964365985795,1
0.01649480791796393,0
-0.021861939712730684,0
-0.006169283137592043,0
-0.015984740095900177,1
0.028858430864032152,0
-0.02748386617292667,1
0.03262527426323923,1
0.026798198031428053,1
0.0012935360327739202,1
0.024084354447947442,0
-0.0012627347775109334,1
0.05564299359506734,1
0.04490445911431706,0
-0.010007413456741887,0
-0.027073891975591412,0
-0.048239727488699743,0
-0.0037403032786900983,1
0.028671338070923223,1
0.0031163513864506187,0
-0.019373968300788302,1
0.013131589868578614,0
-0.008559780996453386,1
0.0010521020182941907,0
-0.004567057557771299,0
-0.022432813932311866,1
0.011813272112319292,0
-0.007322112207402589,1
0.013884145692728868,1
0.005113312996734078,0
-0.01917675664204196,1
0.012825277837296513,1
0.006351478804745416,0
-0.0007037459020207038,1
0.0017583699976152767,0
-0.014332680412086712,1
0.01538626039535323,0
-0.0015807530020722916,1
0.008401931961839994,1
0.014363867850547921,1
0.0020597146213044417,1
0.003935994545541623,1
0.0001708160909000878,0
-0.0020513297207269817,1
0.0006842442304900995,1
0.009869091954421748,0
-0.015871999480394156,1
0.003263182379767311,1
0.03305527104012325,1
0.06455932519706889,0
-0.014253568037253746,0
-0.010306881152290047,1
0.007463272485036904,0
-0.009537482494620131,1
0.0076372612956061734,1
0.006162607645767424,1
0.01454406896796116,1
0.012343859950412185,0
-0.012965088632244083,1
0.008199918488085586,0
-0.013964563861603435,1
0.0010931475280964548,0
-0.0017183572360759212,0
-0.008005667467033259,0
-0.008388157095896628,1
0.0007943927973599379,1
0.010426632144924957,1
0.002668104361398286,1
0.007650934001736882,0
-0.001712471957473389,0
-0.014912775605846704,1
0.005677362848012166,0
-0.01091003971367367,1
0.01811788802403352,1
0.019940274136712954,0
-0.05489227595808757,0
-0.005837486905900053,0
-0.014084749561377629,1
0.023634067669463032,0
-0.03574737477487014,1
0.003998636816362841,0
-0.0024972577674264164,1
0.005154181436632904,0
-0.008493652875548834,1
0.020690963769815877,0
-0.002624670876981086,0
-0.024442171298767256,1
0.026247384029462594,0
-0.009555292203946776,1
0.027269253745266266,0
-0.00857406513502432,1
0.015476676857527549,0
-0.0016010005915234103,1
0.00016019100718530155,0
-0.0008013340956435364,1
0.01258681355898053,1
0.021614013837694044,0
-0.011061872854847533,1
0.01893292391815241,0
-0.005240516951529716,1
0.009841681799881872,1
0.00518932734905238,0
-0.008561513682407634,1
0.007342902271965014,0
-0.006268710533002936,0
-0.002610739016828794,0
-0.010356351502094418,1
0.0004660004635299697,0
-0.010459827871964358,0
-0.007561465316655443,1
0.0033151673021674134,0
-0.0037897041843521525,0
-0.01981208532799939,0
-0.049282450203911594,1
0.03005735035272762,1
0.008028188691121811,1
0.013936388630455009,1
0.009131015812845436,0
-0.006559496408357583,1
0.0052830000445038714,1
0.015054570690188588,0
-0.0012590783832346797,1
0.03466762984228747,1
0.005763778751242327,0
-0.0019681314688791596,0
-0.00638491340196685,1
0.027378360279790827,0
-0.0028234277850805317,0
-0.008518316762997516,0
-0.007078779285290044,1
0.002415400157722015,1
0.013925512256473878,1
0.002228022075465477,0
-0.00029684334157894566,0
-0.0005938378652866472,0
-0.005957627095808134,0
-0.0016446233330683802,0
-0.01720536485172164,0
-0.003049317459174206,0
-0.0050515866751319185,0
-0.004768952702550131,1
0.019243143344756426,0
-0.00942260396707435,0
-0.02301434325110418,0
-0.004227681216329192,0
