inp_z_score,out_z_score
-0.5462455244389561,-1.3961510790722362
-1.3961510790722362,0.6171392206999629
0.6171392206999629,-0.3469664011994136
-0.3469664011994136,-0.5861732448235808
-0.5861732448235808,-0.50454504141533
-0.50454504141533,0.05240173740433631
0.05240173740433631,-1.4017449949692817
-1.4017449949692817,0.29513330741477495
0.29513330741477495,-0.5962020988582738
-0.5962020988582738,-0.37144419540067575
-0.37144419540067575,0.11917415612131577
0.11917415612131577,0.9334646166998807
0.9334646166998807,-2.7535417016854633
-2.7535417016854633,0.6995182484797209
0.6995182484797209,-0.6877680077423866
-0.6877680077423866,-0.816342306910119
-0.816342306910119,0.7419270673934014
0.7419270673934014,0.15055599659536484
0.15055599659536484,0.5617064329597793
0.5617064329597793,0.3591165027915683
0.3591165027915683,-0.13215800106809114
-0.13215800106809114,0.2658830551885239
0.2658830551885239,1.1482321064988383
1.1482321064988383,0.43902849106700415
0.43902849106700415,0.30653967938099935
0.30653967938099935,0.17456413029407986
0.17456413029407986,-0.18312226839993526
-0.18312226839993526,-0.5873035288594226
-0.5873035288594226,0.5515895144855638
0.5515895144855638,-0.8641264789172615
-0.8641264789172615,0.3118386624526954
0.3118386624526954,0.1266077949012685
0.1266077949012685,-0.6469048096188402
-0.6469048096188402,1.154020284906004
1.154020284906004,0.20188106189352165
0.20188106189352165,-0.531654165467475
-0.531654165467475,-0.44302858242739523
-0.44302858242739523,0.5677021759430133
0.5677021759430133,0.39713457092051957
0.39713457092051957,0.010969807278476056
0.010969807278476056,-0.5549020618596379
-0.5549020618596379,1.2746656982173632
1.2746656982173632,0.9773608303280803
0.9773608303280803,0.007308903551065412
0.007308903551065412,0.5650500833130191
0.5650500833130191,0.7320059783713273
0.7320059783713273,1.4750974501180485
1.4750974501180485,-0.540577233519922
-0.540577233519922,0.43801042922561634
0.43801042922561634,-1.3577495108163287
-1.3577495108163287,-0.7465222842554515
-0.7465222842554515,-0.26750126341013725
-0.26750126341013725,-0.12049400971572971
-0.12049400971572971,-0.19013709219501626
-0.19013709219501626,0.09678886379810873
0.09678886379810873,1.1181987982884494
1.1181987982884494,-0.48102805758576017
-0.48102805758576017,0.11282337298268595
0.11282337298268595,0.48356759591816684
0.48356759591816684,0.3494443091443738
0.3494443091443738,0.4038421619943531
0.4038421619943531,-0.6883290176350955
-0.6883290176350955,0.5834115572069403
0.5834115572069403,-0.12113433885681621
-0.12113433885681621,0.12201409812042523
0.12201409812042523,-0.1843667704645383
-0.1843667704645383,0.31955826901030865
0.31955826901030865,0.16154567372849132
0.16154567372849132,-0.19861978185752857
-0.19861978185752857,-0.06170039686781271
-0.06170039686781271,-0.21568490816470506
-0.21568490816470506,-0.04979038703662483
-0.04979038703662483,0.4484457833306283
0.4484457833306283,2.4492757787851844
2.4492757787851844,0.09749731176570109
0.09749731176570109,-0.6486362895618148
-0.6486362895618148,0.18993546956885676
0.18993546956885676,1.0352343236511445
1.0352343236511445,0.43737456430885785
0.43737456430885785,-0.16451451547986434
-0.16451451547986434,-0.13118720263319264
-0.13118720263319264,0.9832753477043922
0.9832753477043922,0.2914560442055434
0.2914560442055434,0.32239732838786916
0.32239732838786916,0.23937764191253133
0.23937764191253133,-0.6084089651230707
-0.6084089651230707,-0.04197052659820328
-0.04197052659820328,0.19180798274207486
0.19180798274207486,0.2343181399912933
0.2343181399912933,-0.5852090917150207
-0.5852090917150207,-0.7663667781636561
-0.7663667781636561,0.46954938485150766
0.46954938485150766,0.13380651432693141
0.13380651432693141,0.26363739594070085
0.26363739594070085,-0.046117609224838305
-0.046117609224838305,-0.27622023840734833
