inp_z_score,out_z_score
0.15515557856526951,0.2982458135013327
0.2982458135013327,-0.19314521817444785
-0.19314521817444785,-0.644771017611332
-0.644771017611332,1.292344102749316
1.292344102749316,0.7231885031911324
0.7231885031911324,0.7974870693017597
0.7974870693017597,-0.3425236135075305
-0.3425236135075305,0.6878617352306249
0.6878617352306249,-0.34300744944215483
-0.34300744944215483,-0.281948675390567
-0.281948675390567,-0.8770705563816432
-0.8770705563816432,-0.3111487496429257
-0.3111487496429257,0.005724623560345247
0.005724623560345247,-0.19973575302135188
-0.19973575302135188,-0.11233938340878769
-0.11233938340878769,-0.0456597665842252
-0.0456597665842252,-0.17771998484425464
-0.17771998484425464,-0.5529384237170976
-0.5529384237170976,-0.004627596721049972
-0.004627596721049972,0.6161903357012909
0.6161903357012909,3.8913536109709823
3.8913536109709823,0.17272720017413917
0.17272720017413917,-0.05129391830674822
-0.05129391830674822,0.17709947153506397
0.17709947153506397,-0.6212521278353811
-0.6212521278353811,0.02008553098047149
0.02008553098047149,0.3472127264584244
0.3472127264584244,0.16999612529944635
0.16999612529944635,-0.1773209208341993
-0.1773209208341993,-0.2825471609402767
-0.2825471609402767,0.0810742592602034
0.0810742592602034,-0.04044121602451328
-0.04044121602451328,0.4200481815280037
0.4200481815280037,-0.3934187572609572
-0.3934187572609572,0.7489895417136704
0.7489895417136704,-0.4660912416271595
-0.4660912416271595,-0.18360561853282784
-0.18360561853282784,0.938428006768298
0.938428006768298,0.7989732325103902
0.7989732325103902,-0.1927334901701599
-0.1927334901701599,-0.48597287236924697
-0.48597287236924697,0.24330491163885587
0.24330491163885587,1.0729938749897565
1.0729938749897565,-0.532587890263666
-0.532587890263666,-0.22487922474024172
-0.22487922474024172,1.6160218924533183
1.6160218924533183,-0.1098190625067116
-0.1098190625067116,-0.2207661596222349
-0.2207661596222349,-0.11480000907312421
-0.11480000907312421,-0.15758444207919628
-0.15758444207919628,-0.17029350534669382
-0.17029350534669382,0.0046907695420445525
0.0046907695420445525,0.04637644403437831
