log_returns,output
-0.014613363309107213,1
0.009986805532710736,1
0.007918212529028011,1
0.040887731013065455,1
0.025230977735841053,1
0.005215596643539858,0
-0.029185571442991234,1
0.029797393347574228,1
0.009738351120517123,0
-0.013107954823689783,1
0.004592125678019375,1
0.013650961145696399,1
0.008699647593292063,0
-0.02940054926195805,1
0.014656853431970209,1
0.019808565317783387,1
0.005039233010584399,1
0.027127237563896855,1
0.03339303760824669,1
0.012446592830884924,1
0.009574644918706327,0
-0.004092154349750926,0
-0.03987703135171994,0
-0.022149630644541236,1
0.025274098344520997,0
-0.022369696847864315,1
0.013539057989990303,1
0.002000849419924331,1
0.03672455670453542,1
0.014211680593771004,1
0.013209564972517728,0
-0.002950266610956259,1
0.014400273255068175,1
0.002115790725480924,0
-0.009556664050742117,0
-0.01369706193857684,0
-0.009782703501469972,1
0.005718270094537356,1
0.0016277148900436583,0
-0.0013562795343934934,1
0.0013562795343934125,1
0.0018957269393139792,1
0.007010062008349943,0
-0.008905788947663968,0
-0.006799971915544868,1
0.008695698854858828,1
0.0040502695168758455,0
-0.009204183757037744,1
0.01939196775631344,0
-0.022115343368955515,0
-0.009315035516183864,1
0.003023138071661591,1
0.00928715128146096,1
0.015646443710818803,1
0.010914519146459327,1
0.017062960837381576,1
0.01241618016856263,1
0.008702387621465973,1
0.004322909863561361,0
-0.006363773569320585,0
-0.002044939737195085,1
0.004850006218156811,1
0.004066075382473776,1
0.005564030935340551,0
-0.0005045524100293897,1
0.00678992798386436,0
-0.007042347826982951,0
0.0,1
0.005788352634247708,0
-0.008821695038584858,1
0.0020233145294617796,0
-0.00252978346608181,0
-0.00737262580079013,1
0.019207114139975317,1
0.0067357233855135845,1
0.004465408041228351,1
0.0004948439383806555,1
0.007885785323374186,0
-0.0004910497778970447,1
0.006364729420095517,1
0.0101967860479093,1
0.003135110561130376,1
0.0162411098552093,1
0.0035473970372964683,0
-0.008773000472769073,1
0.006172819134069098,1
0.005429012354519491,1
0.00913888953696876,0
-0.010080974307301531,1
