log_returns,log_returns_norm,out_log_returns,out_log_returns_norm,bin_output
-0.012314539723032904,-0.5871643003028256,-0.01801849665597798,-0.8510958108695357,0
-0.01801849665597798,-0.8510958108695357,0.014001671483946631,0.6305302682051607,1
0.014001671483946631,0.6305302682051607,0.010555181217740604,0.4710554697789471,1
0.010555181217740604,0.4710554697789471,-0.008362217374885201,-0.40428381578019923,0
-0.008362217374885201,-0.40428381578019923,-0.018051688564486693,-0.8526316553112597,0
-0.018051688564486693,-0.8526316553112597,-0.010087904115507387,-0.4841341922069003,0
-0.010087904115507387,-0.4841341922069003,-0.015897385906400482,-0.7529485122842667,0
-0.015897385906400482,-0.7529485122842667,-0.03612738596458825,-1.6890240361513997,0
-0.03612738596458825,-1.6890240361513997,0.013749911191530184,0.6188809035519319,1
0.013749911191530184,0.6188809035519319,0.0007800491128678609,0.018743958181310486,1
0.0007800491128678609,0.018743958181310486,0.02464511682129159,1.1230200675748836,1
0.02464511682129159,1.1230200675748836,0.022565774016730156,1.0268054408086609,1
0.022565774016730156,1.0268054408086609,0.0033413862301455983,0.13726125808046194,1
0.0033413862301455983,0.13726125808046194,0.01105802433271936,0.49432285143603283,1
0.01105802433271936,0.49432285143603283,-0.01626054035697703,-0.7697522686654013,0
-0.01626054035697703,-0.7697522686654013,-0.03449270646878442,-1.6133847152918768,0
-0.03449270646878442,-1.6133847152918768,0.010740371085065575,0.47962451088485386,1
0.010740371085065575,0.47962451088485386,-0.015378989366220142,-0.7289614479479113,0
-0.015378989366220142,-0.7289614479479113,0.018426680527321132,0.8352827470227334,1
0.018426680527321132,0.8352827470227334,0.02107716159635626,0.9579248848408601,1
0.02107716159635626,0.9579248848408601,-0.010106784747564691,-0.48500783024412963,0
-0.010106784747564691,-0.48500783024412963,0.003380290639840785,0.13906142938947902,1
0.003380290639840785,0.13906142938947902,0.013038008419125176,0.5859399861666267,1
0.013038008419125176,0.5859399861666267,0.001109627613990991,0.03399409991175077,1
0.001109627613990991,0.03399409991175077,0.011029565727990522,0.4930060247799057,1
0.011029565727990522,0.4930060247799057,-0.007339510486200799,-0.35696147846758447,0
-0.007339510486200799,-0.35696147846758447,-0.0011055383121155115,-0.06850528707631434,0
-0.0011055383121155115,-0.06850528707631434,0.0036804779801692467,0.1529515935539876,1
0.0036804779801692467,0.1529515935539876,0.007685344077584923,0.3382633641606719,1
0.007685344077584923,0.3382633641606719,-0.006583794965879633,-0.3219932728549084,0
-0.006583794965879633,-0.3219932728549084,0.0021993948209734775,0.08441942893969027,1
0.0021993948209734775,0.08441942893969027,0.0025598732787464303,0.10109936271290161,1
0.0025598732787464303,0.10109936271290161,-0.005126316330078285,-0.2545533285341609,0
-0.005126316330078285,-0.2545533285341609,0.0043956421836256875,0.18604342274212252,1
0.0043956421836256875,0.18604342274212252,0.017750865008069674,0.804011646459152,1
0.017750865008069674,0.804011646459152,-0.11679607615992876,-5.421697601009675,0
-0.11679607615992876,-5.421697601009675,-0.00810380287667612,-0.39232655003179784,0
-0.00810380287667612,-0.39232655003179784,0.009716666446916539,0.4322560060561685,1
0.009716666446916539,0.4322560060561685,0.0044221422958714545,0.18726962671551076,1
0.0044221422958714545,0.18726962671551076,-0.03676883145388491,-1.7187047786476195,0
-0.03676883145388491,-1.7187047786476195,0.004981285979845406,0.21314212871192464,1
0.004981285979845406,0.21314212871192464,-0.013339076393675525,-0.6345713046495568,0
-0.013339076393675525,-0.6345713046495568,0.006274842600915525,0.2729971306020473,1
0.006274842600915525,0.2729971306020473,-0.006694579394565489,-0.3271194513927311,0
-0.006694579394565489,-0.3271194513927311,0.013758813187325535,0.6192928136040143,1
0.013758813187325535,0.6192928136040143,0.013163485091138514,0.5917459990756802,1
0.013163485091138514,0.5917459990756802,-0.0020453775870736372,-0.1119932029995407,0
-0.0020453775870736372,-0.1119932029995407,0.011400802715369304,0.5101837734917156,1
0.011400802715369304,0.5101837734917156,-0.003244119678395741,-0.1674609799589265,0
-0.003244119678395741,-0.1674609799589265,-0.012671388484379618,-0.6036762820259185,0
-0.012671388484379618,-0.6036762820259185,-0.0032962504233922467,-0.16987315565303573,0
-0.0032962504233922467,-0.16987315565303573,0.008220381825493917,0.36302044467090633,1
0.008220381825493917,0.36302044467090633,-0.004512853211874407,-0.22616737657696145,0
-0.004512853211874407,-0.22616737657696145,-0.005359697850064737,-0.26535227702421826,0
-0.005359697850064737,-0.26535227702421826,-0.022999179980252006,-1.0815602566716065,0
-0.022999179980252006,-1.0815602566716065,0.020515678137968077,0.931944117616852,1
0.020515678137968077,0.931944117616852,0.02617741712456468,1.193922134059436,1
0.02617741712456468,1.193922134059436,0.008842473706087825,0.39180566371912606,1
0.008842473706087825,0.39180566371912606,0.02255287292713697,1.0262084860798095,1
0.02255287292713697,1.0262084860798095,-0.006279449609063106,-0.30791071039820417,0
-0.006279449609063106,-0.30791071039820417,0.00706163416213643,0.30940327596663975,1
0.00706163416213643,0.30940327596663975,0.010499822543353188,0.4684939324591873,1
0.010499822543353188,0.4684939324591873,-0.006987617856333,-0.34067882513584785,0
-0.006987617856333,-0.34067882513584785,0.010848641157107151,0.48463434598687755,1
0.010848641157107151,0.48463434598687755,-0.0046350348582076305,-0.23182092320421574,0
-0.0046350348582076305,-0.23182092320421574,0.0007740115574335122,0.01846459051695908,1
