log_returns,output
0.042678093521920014,1
0.0036264737017060447,0
0.0,1
0.017937683425593834,1
0.00973025442050228,1
0.007454543669047642,1
0.024170420127094985,0
-0.004273526975079844,0
-0.03663733536529164,1
0.022838078561208706,0
-0.0034797738977536963,0
-0.000871859571271828,0
0.0,0
-0.012286275091718592,0
-0.0008834125266603782,0
-0.01513823408921898,0
-0.024064755965024536,0
-0.005067995677558602,1
0.03806531896552518,1
0.023726987853681405,1
0.019777045279166162,0
-0.010269656893657188,0
-0.011245803213987911,1
0.039655603452599754,0
0.0,0
-0.05588042448261536,0
-0.08773512353734204,1
0.016276097094948094,0
-0.02841511521776186,1
0.0014645200151565672,1
0.03781263576371822,0
-0.0009398711743707365,1
0.0074941729923628155,1
0.008364375036662472,1
0.033222601708574356,0
-0.02355183405244251,0
-0.039734154249221304,0
-0.014409434784921394,1
0.031899875639206,1
0.018110520178431185,1
0.018240342937713195,0
-0.0031681265240394215,1
0.0009062283375174208,1
0.039516768854310096,1
0.0030428887562567305,1
0.016358485863092326,1
0.005535426638634538,0
-0.023196874071512674,1
0.005633781394724402,1
0.013307832037961063,0
-0.027233196366261682,1
0.01780719601584876,0
-0.006044897101805266,0
-0.005646098398320574,0
-0.020238222366106163,1
0.02284811396883854,1
0.010371733751453057,1
0.03423108218563642,0
-0.0012470913657961211,1
0.0037366971067651473,0
-0.022209116661735646,0
-0.04064547932947477,1
0.0008822434492125708,0
-0.003976155080696238,1
0.004416985094309004,1
0.0026408230680732953,0
-0.03352269203864356,0
-0.001364598215575706,1
0.018936548207915606,1
0.017268584810851702,1
0.007870543414973109,0
-0.01138857347945664,1
0.01225929440349523,0
-0.001306282750416477,1
0.004781521931329547,1
0.010353836146039488,1
0.008121461099550762,1
0.008900291405600556,0
-0.024777000229424598,1
0.00989892034874094,1
0.01107337649688204,1
0.006333127178696461,1
0.005456431661787736,1
0.026436950473162864,1
0.0056910473713763145,1
0.01208714315901737,1
0.004794289667090023,1
0.027129657685902465,1
0.0015503494532850275,1
0.0061776200234644335,0
-0.005016377911117127,1
0.016497604032985388,1
0.0045557759581865654,0
-0.0034149209491134867,1
0.028477017599084744,1
0.009558904795763391,1
0.00692803255060288,1
0.0010894782070239451,1
0.0028996006553116765,0
-0.02714766097864675,0
-0.0037257298519495514,0
-0.007117487602115994,1
0.006744135774641145,1
0.0044709065235009554,0
-0.0014880586082327248,1
0.0011162337641558986,1
0.0025998045026904256,0
-0.00148474447475024,1
0.0025969109390413343,0
-0.008931945207651872,0
-0.014686740553249434,1
0.008311317625981631,0
-0.0060377484328339275,1
0.006789928146706652,1
0.0007516143647684115,1
0.08907534279298336,1
0.04436210205279408,0
-0.04367503719085297,0
-0.009315245971683758,1
0.003114733480668795,1
0.012703996844499108,0
-0.025221566669563086,0
-0.02193228521080768,1
0.0014296255537774027,1
0.0024968693266320466,1
0.00249065049458597,1
0.02179351081476335,1
0.022349206566419002,0
-0.025832330301649806,0
-0.03986289053189684,1
0.04785596680734469,1
0.03936714224081394,1
0.017156490327675092,1
0.005220235326189855,1
0.008102458966538344,1
0.005151326592989891,1
0.010223721723207988,0
-0.007337711891648604,0
-0.0025649236499256196,1
0.03965277945816343,0
-0.010234172369329664,0
-0.019833832670821328,0
-0.009263791299623483,1
0.00989947315163315,1
0.02231046179037101,1
0.0046504973261000055,0
-0.009322722863913538,0
-0.010987348930523683,1
0.004723662317783171,0
-0.00440804834169312,1
0.02861781796253788,1
0.02333794171442049,0
-0.002699871143841906,1
0.021397470578442133,1
0.01227373654714365,0
-0.006702619837361085,0
-0.004983213735298521,1
0.002348161682747737,0
-0.004112796216947452,0
-0.0011782303168174897,0
-0.006505085703370079,1
0.005915449550712417,1
0.00470727107780153,1
0.013990305415936412,1
0.010365788614556327,1
0.0051428771975447745,0
-0.018407174337645476,1
0.012691218099136217,0
-0.009503254032802675,1
0.015504103327201677,0
-0.0039965624000044215,1
0.0068415796789861255,1
0.02024808817962006,1
0.0074886071708644125,1
0.013721401308665537,0
-0.011513235021806506,0
-0.009140122771055753,1
0.009415748455456775,0
-0.0011030641101254348,0
-0.02147622428946993,0
-0.025411769994210107,1
0.013214758989847388,0
-0.025142279655671385,0
-0.019504160879899403,0
-0.0035874159845918603,0
-0.017523046847214244,0
-0.03852609592561536,1
0.005685432435439109,1
0.029482375895988563,1
0.011553824273118083,1
0.012914926152875855,1
0.029984624389258786,0
-0.04987677756921412,0
-0.034689107312464926,1
0.001574591546521752,1
0.008772007301649908,1
0.025255412656800515,1
0.0036429587932450486,0
-0.009744282136373945,0
-0.020714977784037265,0
-0.035615814374451084,1
0.029033778622706254,1
0.007518884980345171,0
-0.007204461802601904,1
0.00031432434688240664,1
0.017137021622130037,1
0.01927552652540026,0
-0.010969050070070523,0
-0.0033758084366076026,1
0.013131974304546644,0
-0.00914359439404098,1
0.009143594394040996,0
-0.007613863703275231,0
-0.004903468345495542,1
0.017661903336347786,0
-0.059700721603661175,0
-0.028930976239257975,1
0.013431810537074556,0
-0.010796765382251383,0
-0.011579960271613557,1
0.020748350853898638,0
-0.0518424442847067,1
0.02038807945123281,1
0.002016175845256693,1
0.03366649781677385,0
-0.032324699305638846,0
-0.015881371434176852,1
0.050799262636762356,1
0.003554717313528337,1
0.017586360320159526,1
0.0022162935172406178,1
0.013195292452123142,1
0.0077724623487920265,1
